,ls_id,release,brickid,brickname,objid,brick_primary,ra,dec,type,flux_g,flux_r,flux_i,flux_z,flux_ivar_g,flux_ivar_r,flux_ivar_i,flux_ivar_z,mw_transmission_g,mw_transmission_r,mw_transmission_i,mw_transmission_z,galdepth_g,galdepth_r,galdepth_i,galdepth_z,shape_r,fitbits,nobs_g,nobs_r,nobs_i,nobs_z,dist_arcsec
18,10995326731160544,10000,200704,1901m232,3040,1,190.172956337139,-23.12912106428109,REX,0.9210151,1.2698048,1.6127093,1.8247967,233.06584,69.13852,48.453568,9.112987,0.8191369,0.87424994,0.90590495,0.9275849,671.50037,259.3688,174.7735,32.322563,1.3495436,0,3,3,3,2,760.6325416818413
19,10995326731160682,10000,200704,1901m232,3178,1,190.1795318064454,-23.13268638718908,PSF,0.18888591,0.18462159,0.33065712,0.48990458,952.8822,512.2687,316.625,102.93113,0.8185851,0.87385315,0.9056026,0.92734945,671.50037,259.3688,174.7735,50.271523,0.0,0,3,3,3,3,765.9851660675236
20,10995326731160578,10000,200704,1901m232,3074,1,190.1739058857416,-23.13069689302239,REX,0.27111533,0.6096435,0.83459544,1.2423478,594.07935,214.81332,150.02896,43.15444,0.8191036,0.874226,0.9058867,0.9275707,671.50037,259.3688,174.7735,50.271523,0.5344279,0,3,3,3,3,764.969285477938
21,10995326731160597,10000,200704,1901m232,3093,1,190.1749925153196,-23.12996680094151,SER,2.740269,14.356128,24.708889,33.92319,285.12823,76.933205,61.67015,20.528076,0.81895536,0.8741194,0.90580547,0.92750746,671.50037,259.3688,174.7735,50.271523,1.220734,8,3,3,3,3,761.3233372003025
22,10995326731160696,10000,200704,1901m232,3192,1,190.1802428821668,-23.13132180734965,REX,0.14702398,0.4177355,0.5177664,0.43910307,764.66833,314.0359,213.18063,63.350628,0.8184461,0.8737532,0.9055264,0.9272901,671.50037,259.3688,174.7735,50.271523,0.3351447,0,3,3,3,3,760.5943322349161
23,10995326731160829,10000,200704,1901m232,3325,1,190.1858473217736,-23.12942269485636,REX,0.20306872,0.2440744,0.2982704,0.31193513,818.69525,373.48346,246.64029,46.896526,0.8177407,0.87324584,0.90513974,0.92698884,671.50037,259.3688,174.7735,32.322563,0.25534537,0,3,3,3,2,748.7110287987653
24,10995326731160605,10000,200704,1901m232,3101,1,190.1752954225373,-23.12595959488739,REX,0.048224855,0.37798908,0.2045189,0.861136,560.2961,196.7985,137.62401,25.165407,0.818751,0.8739724,0.9056935,0.92742026,671.50037,259.3688,174.7735,32.322563,0.59451073,8192,3,3,3,2,747.3445197739138
25,10995326731160600,10000,200704,1901m232,3096,1,190.1751206848798,-23.1254177192224,REX,0.02826181,0.2554842,0.470825,0.49261883,850.861,374.833,247.2525,47.208984,0.81874704,0.8739696,0.9056914,0.92741853,671.50037,259.3688,174.7735,32.322563,0.24895033,0,3,3,3,2,745.6883264957539
26,10995326731160660,10000,200704,1901m232,3156,1,190.1785097300211,-23.12565144559672,PSF,0.09190322,0.23854624,0.3772906,0.22361526,976.7661,504.5232,316.67578,64.33959,0.81838787,0.87371135,0.9054945,0.9272652,671.50037,259.3688,174.7735,32.322563,0.0,0,3,3,3,2,742.9027376214825
27,10995326731160715,10000,200704,1901m232,3211,1,190.1811181087793,-23.12833579408374,REX,0.17211665,0.49372554,1.2600324,2.378597,757.9729,309.3635,207.66571,39.16642,0.81821746,0.8735888,0.9054011,0.92719245,671.50037,259.3688,174.7735,32.322563,0.33885396,0,3,3,3,2,749.4695325643991
28,10995326731160704,10000,200704,1901m232,3200,1,190.1804504034698,-23.12626477209108,REX,0.1998201,0.3851286,0.7306372,0.8850412,452.13092,149.70184,104.52141,19.202032,0.8182008,0.8735768,0.905392,0.92718536,671.50037,259.3688,174.7735,32.322563,0.76277745,0,3,3,3,2,743.0243845501166
29,10995326731160806,10000,200704,1901m232,3302,1,190.185116397501,-23.12793195777721,PSF,0.18602912,0.20405722,0.18282284,0.27853283,955.06354,510.55872,319.38373,64.127914,0.8177557,0.8732566,0.90514797,0.9269953,671.50037,259.3688,174.7735,32.322563,0.0,0,3,3,3,2,744.2362247250844
30,10995326731160772,10000,200704,1901m232,3268,1,190.1838110871629,-23.12503169638135,EXP,0.58239603,1.0617636,1.3582312,1.3730034,688.15204,273.94778,155.33812,36.633133,0.8177744,0.8732701,0.9051582,0.92700326,671.50037,259.3688,139.1815,32.322563,0.48967212,0,3,3,3,2,735.4746916926085
31,10995328122620645,10000,202031,1901m230,2789,1,190.1621287260163,-23.11991619721786,REX,1.788576,5.9222817,9.7968,13.394497,438.79706,135.41493,102.91729,20.109303,0.81991166,0.8748068,0.9063292,0.9279154,669.6343,258.67627,175.98932,32.321514,0.69810784,0,3,3,3,2,742.4994471056409
32,10995328122620839,10000,202031,1901m230,2983,1,190.1720423600479,-23.12251648821881,PSF,0.16576384,0.11817997,0.18115519,0.24399227,953.3594,515.425,321.3736,64.10299,0.81896377,0.8741254,0.90581006,0.92751104,669.6343,258.67627,175.98932,32.321514,0.0,0,3,3,3,2,739.255796092805
33,10995328122620868,10000,202031,1901m230,3012,1,190.1730404282732,-23.12140179815867,PSF,0.17053756,0.4835657,0.8562891,1.0107281,956.78796,484.49127,307.21912,63.69129,0.8188117,0.8740161,0.90572673,0.9274461,669.6343,258.67627,175.98932,32.321514,0.0,0,3,3,3,2,734.3551381596154
34,10995328122620756,10000,202031,1901m230,2900,1,190.1677402329698,-23.11899051156539,PSF,0.079174146,0.12908174,0.74762267,1.42967,970.2074,513.0336,323.2536,62.70427,0.8192941,0.87436295,0.905991,0.927652,669.6343,258.67627,175.98932,32.321514,0.0,0,3,3,3,2,732.4311901224994
35,10995328122620811,10000,202031,1901m230,2955,1,190.1706391617738,-23.11957153145095,PSF,0.19660136,0.15287554,0.1536871,0.20826256,951.7743,520.2327,326.10187,64.50513,0.819004,0.8741544,0.9058321,0.9275282,669.6343,258.67627,175.98932,32.321514,0.0,0,3,3,3,2,730.9336635668986
36,10995328122620794,10000,202031,1901m230,2938,1,190.1697740630325,-23.11798030669701,EXP,2.8870327,6.7586207,9.166781,11.49005,456.55548,98.89386,55.26693,23.587515,0.8190399,0.8741802,0.9058518,0.9275435,669.6343,189.52827,72.38963,32.321514,0.7143233,0,3,2,2,2,726.6012508725389
37,10995328122620623,10000,202031,1901m230,2767,1,190.1606526951936,-23.11768711525967,REX,0.08210635,0.804164,1.3281319,1.8851933,863.9038,277.85226,94.12641,47.41316,0.8199869,0.8748609,0.9063704,0.92794746,669.6343,189.52827,72.38963,32.321514,0.23868138,0,3,2,2,2,737.0196882973743
38,10995328122620632,10000,202031,1901m230,2776,1,190.1612810875247,-23.11670663032198,REX,0.11117756,0.31640935,0.7123329,0.4968936,565.2046,259.61115,88.41735,42.676632,0.8198907,0.87479174,0.9063178,0.92790645,448.79776,189.52827,72.38963,32.321514,0.298799,0,2,2,2,2,732.9552309431846
39,10995328122620642,10000,202031,1901m230,2786,1,190.1619263652814,-23.11636253561072,REX,0.19533361,0.7084161,0.8563125,1.1457994,559.8224,257.50684,90.57779,35.471127,0.81981325,0.8747361,0.90627533,0.92787343,448.79776,189.52827,72.38963,18.5571,0.27790076,0,2,2,2,2,730.9755442562267
40,10995328122620659,10000,202031,1901m230,2803,1,190.1627456562734,-23.11645755755173,REX,0.19351164,0.5941329,0.8069036,0.922309,389.14233,149.26573,63.4971,27.224545,0.8197317,0.8746775,0.9062307,0.9278386,448.79776,189.52827,72.38963,32.321514,0.548019,0,2,2,2,2,730.2296903004546
41,10995328122620648,10000,202031,1901m230,2792,1,190.1624085033701,-23.11560347457673,REX,0.0501099,0.3226488,0.47715163,0.8263197,606.86426,302.97983,96.296394,48.005814,0.8197389,0.87468266,0.9062346,0.9278417,448.79776,189.52827,72.38963,32.321514,0.22276066,0,2,2,2,2,727.835678453715
42,10995328122620690,10000,202031,1901m230,2834,1,190.1643895166272,-23.11650326233206,EXP,1.0061847,2.6630747,4.356173,5.176197,351.35062,129.0769,60.11466,25.858055,0.819562,0.8745555,0.90613776,0.92776626,448.79776,189.52827,72.38963,32.321514,0.74308765,0,2,2,2,2,728.2797810598219
43,10995328122620635,10000,202031,1901m230,2779,1,190.1614335169973,-23.11507505990366,PSF,23.218765,91.532364,222.72841,324.86417,151.01337,27.865908,27.524694,10.737648,0.8198228,0.874743,0.9062806,0.9278775,448.79776,189.52827,72.38963,32.321514,0.0,4224,2,2,2,2,727.3612921617845
44,10995328122620721,10000,202031,1901m230,2865,1,190.1658821131167,-23.11436652898512,REX,0.307385,0.49690914,1.1441647,1.7226168,384.338,150.5285,63.37246,27.105473,0.8193343,0.87439185,0.9060131,0.9276691,448.79776,189.52827,72.38963,32.321514,0.5481555,0,2,2,2,2,719.2832928824578
45,10995328122620763,10000,202031,1901m230,2907,1,190.1685066116217,-23.11547758767412,REX,0.3000253,1.0259358,1.2692491,1.680658,435.4559,173.5545,71.34346,31.64748,0.81908983,0.8742161,0.90587914,0.92756486,448.79776,189.52827,72.38963,32.321514,0.45889026,0,2,2,2,2,719.7359743866695
46,10995328122620807,10000,202031,1901m230,2951,1,190.170330801035,-23.11700956242276,PSF,0.15628038,0.4711308,2.1633248,3.351565,808.547,396.5575,107.50838,60.695526,0.81894505,0.874112,0.9057998,0.92750305,669.6343,189.52827,72.38963,32.321514,0.0,0,3,2,2,2,722.677817908266
47,10995328122620755,10000,202031,1901m230,2899,1,190.1676716085056,-23.11275221289245,DEV,0.6245805,2.5890112,5.185749,7.6033444,291.82236,110.96175,48.152943,21.558914,0.81909037,0.87421644,0.90587944,0.92756504,448.79776,189.52827,72.38963,32.321514,0.87603754,0,2,2,2,2,711.6607588386262
48,10995328122620796,10000,202031,1901m230,2940,1,190.1699139958131,-23.11419446634152,REX,0.85676867,2.554764,3.4560504,3.7976255,260.94867,85.70741,43.91149,17.81444,0.81889373,0.87407506,0.90577173,0.9274812,448.79776,189.52827,72.38963,32.321514,0.8088253,0,2,2,2,2,713.7295138772844
49,10995328122620823,10000,202031,1901m230,2967,1,190.1711719805923,-23.11246370159429,REX,0.1830799,0.47633216,0.786059,1.1585956,444.9345,182.95045,72.30643,43.762638,0.8186979,0.87393427,0.90566444,0.9273976,448.79776,189.52827,72.38963,49.87062,0.45258006,0,2,2,2,3,706.4100480144754
50,10995328122620932,10000,202031,1901m230,3076,1,190.1760184526237,-23.12257930670463,PSF,15.260655,26.446976,31.545408,34.220066,320.45932,121.60564,145.45122,40.769196,0.8185315,0.87381464,0.90557325,0.92732656,669.6343,258.67627,175.98932,32.321514,0.0,128,3,3,3,2,735.0596318008236
51,10995328122620989,10000,202031,1901m230,3133,1,190.1786802930685,-23.12204126090336,PSF,23.3014,81.502075,136.57863,175.44868,237.6712,45.122875,61.673794,17.682499,0.8182174,0.87358874,0.9054011,0.92719245,669.6343,258.67627,175.98932,32.321514,0.0,4224,3,3,3,2,730.3884995173131
52,10995328122620948,10000,202031,1901m230,3092,1,190.1767611527611,-23.12112954800712,REX,0.0869961,0.3008422,0.44637156,0.33232635,769.37836,317.68173,213.8548,40.4108,0.8183909,0.8737135,0.9054962,0.92726654,669.6343,258.67627,175.98932,32.321514,0.3327727,0,3,3,3,2,729.3236565389933
53,10995328122620965,10000,202031,1901m230,3109,1,190.1776539238705,-23.120652252639,REX,0.15823388,0.4866321,0.59527427,0.924841,797.90656,336.51544,228.83916,42.27797,0.81827337,0.873629,0.90543175,0.92721635,669.6343,258.67627,175.98932,32.321514,0.28984264,0,3,3,3,2,726.7387985016176
54,10995328122621080,10000,202031,1901m230,3224,1,190.1831226551344,-23.12213332595961,PSF,0.6426212,2.0911176,3.9771488,5.340725,892.4741,386.05072,270.4977,58.533245,0.8177276,0.8732364,0.9051326,0.9269833,669.6343,258.67627,175.98932,32.321514,0.0,0,3,3,3,2,726.1775556193471
55,10995328122621071,10000,202031,1901m230,3215,1,190.1823620898264,-23.11913583876229,PSF,0.014393658,0.3013619,1.0850142,2.3181798,974.527,503.35468,317.2679,61.763058,0.81768817,0.87320805,0.90511096,0.9269664,669.6343,258.67627,175.98932,32.321514,0.0,0,3,3,3,2,716.6522908942203
56,10995328122621015,10000,202031,1901m230,3159,1,190.1798502340462,-23.11510710203058,PSF,0.07213582,0.16426522,0.40818363,0.7895441,697.3823,423.10352,110.25137,63.23133,0.8178078,0.8732941,0.9051765,0.9270175,448.79776,189.52827,72.38963,32.321514,0.0,0,2,2,2,2,705.4975133565964
57,10995328122620980,10000,202031,1901m230,3124,1,190.1783045734932,-23.11483595232925,PSF,0.16017616,0.19564071,0.52985656,0.87777734,683.6772,416.55124,109.71014,63.574585,0.81797457,0.87341404,0.90526795,0.92708874,448.79776,189.52827,72.38963,32.321514,0.0,0,2,2,2,2,706.2435318380551
58,10995328122620999,10000,202031,1901m230,3143,1,190.1792189594323,-23.11451363069568,REX,0.19483542,0.74311346,1.0416273,0.9130884,467.87134,194.32245,76.012146,34.508083,0.81785727,0.8733297,0.90520364,0.92703867,448.79776,189.52827,72.38963,32.321514,0.4123325,0,2,2,2,2,704.154655929176
59,10995328122621078,10000,202031,1901m230,3222,1,190.1830329109582,-23.11573477491388,PSF,0.77376246,2.9913628,9.9262295,16.734112,615.22546,269.00543,95.845726,49.296856,0.81747484,0.8730546,0.90499395,0.9268753,448.79776,189.52827,72.38963,32.321514,0.0,128,2,2,2,2,704.3179985408531
60,10995328122621027,10000,202031,1901m230,3171,1,190.1803478301069,-23.112490340422,EXP,0.23120192,0.9519411,1.9012878,3.4098787,335.51974,125.46786,54.42446,31.493996,0.81765294,0.8731827,0.90509164,0.9269514,448.79776,189.52827,72.38963,49.87062,0.95349866,0,2,2,2,3,696.0509378545103
61,10995328122621101,10000,202031,1901m230,3245,1,190.1844588805159,-23.11264955318591,PSF,2.6215818,10.741494,23.502676,34.159607,473.45557,144.24686,81.20323,44.65882,0.81719077,0.87285024,0.9048382,0.92675394,448.79776,189.52827,72.38963,32.321514,0.0,128,2,2,2,2,692.2975758532707
62,10995328122621116,10000,202031,1901m230,3260,1,190.1852845845783,-23.11263505743798,REX,0.4895004,1.2104485,1.8627546,2.4958067,495.71805,217.90494,83.17679,45.628345,0.8170959,0.87278193,0.9047861,0.92671335,448.79776,189.52827,72.38963,32.321514,0.3343516,0,2,2,2,2,691.4142346722666
63,10995328122618825,10000,202031,1901m230,969,1,190.0734369030125,-23.06818945327861,PSF,1.5390275,6.0432262,14.812522,21.5454,354.65723,163.97574,147.73749,44.227173,0.8243189,0.8779716,0.9087391,0.92979157,310.87665,152.84581,137.25839,31.313522,0.0,128,2,2,2,2,765.1639838687308
64,10995328122618738,10000,202031,1901m230,882,1,190.0695465071868,-23.06162572784825,PSF,75.1789,121.06564,139.17493,145.4192,53.447453,21.660152,39.78921,21.067255,0.82439846,0.8780287,0.90878254,0.9298254,310.87665,152.84581,137.25839,31.313522,0.0,4224,2,2,2,2,759.9983123870205
65,10995328122618884,10000,202031,1901m230,1028,1,190.0762018477291,-23.06273755440946,REX,0.11345337,0.53665566,0.63995403,0.9634661,303.46002,145.8516,131.49011,30.57393,0.8242283,0.87790656,0.9086896,0.92975307,310.87665,152.84581,137.25839,31.313522,0.46362847,0,2,2,2,2,745.4815437400417
66,10995328122618854,10000,202031,1901m230,998,1,190.0749123557791,-23.06224459553096,PSF,0.09621908,0.4410728,0.60429186,0.7662375,415.2083,259.7815,252.05424,56.71827,0.8242625,0.8779311,0.9087083,0.9297676,310.87665,152.84581,137.25839,31.313522,0.0,0,2,2,2,2,747.625631596465
67,10995328122618868,10000,202031,1901m230,1012,1,190.0755861743486,-23.06124868673399,PSF,0.12745543,0.39180458,0.57339823,0.7158842,413.5983,262.16992,250.753,56.721462,0.8242363,0.8779123,0.90869397,0.92975646,310.87665,152.84581,137.25839,31.313522,0.0,0,2,2,2,2,743.620337261929
68,10995328122618891,10000,202031,1901m230,1035,1,190.0764870207256,-23.05998854083548,REX,0.641427,1.0679924,2.100212,3.2727938,175.92798,71.425285,54.647118,14.514517,0.8241807,0.87787247,0.90866363,0.92973286,310.87665,152.84581,137.25839,31.313522,0.95957476,0,2,2,2,2,738.432362086599
69,10995328122618616,10000,202031,1901m230,760,1,190.0631572379192,-23.05397083951771,REX,0.082727805,0.2426076,0.19811554,0.3569886,846.2689,377.66925,245.68451,73.832954,0.8245221,0.8781174,0.9088501,0.92987794,667.22015,261.81046,175.59364,50.09099,0.2518806,0,3,3,3,3,760.0948595916932
70,10995328122618544,10000,202031,1901m230,688,1,190.0601009932875,-23.05163799276022,EXP,4.127147,7.079785,9.06562,10.489876,125.87108,41.436825,27.58706,6.9380627,0.8245867,0.8781637,0.90888536,0.9299054,576.19556,261.81046,175.59364,50.09099,2.356394,0,2,3,3,3,763.4435490665787
71,10995328122618584,10000,202031,1901m230,728,1,190.0618280157336,-23.05008210691074,PSF,0.012692352,0.14632522,0.2610819,0.6385809,822.0712,522.594,311.85553,101.18387,0.8245116,0.8781098,0.9088443,0.92987347,576.19556,261.81046,175.59364,50.09099,0.0,0,2,3,3,3,755.5435015786852
72,10995328122618610,10000,202031,1901m230,754,1,190.0629407630774,-23.04907870619524,PSF,0.15800226,0.5080247,2.0333796,3.1947007,954.7781,489.56216,287.42596,96.24838,0.82444966,0.8780654,0.9088105,0.9298471,667.22015,261.81046,175.59364,50.09099,0.0,0,3,3,3,3,750.4526399912249
73,10995328122618750,10000,202031,1901m230,894,1,190.0701083071282,-23.05524066784571,REX,0.040073738,0.6256394,1.9670907,3.0625286,429.65155,284.73026,186.29364,55.70548,0.8243215,0.8779735,0.9087406,0.9297927,310.87665,261.81046,175.59364,50.09099,0.38151813,0,2,3,3,3,744.3703833112284
74,10995328122618746,10000,202031,1901m230,890,1,190.0698512531839,-23.05454135456056,EXP,0.44177705,0.63330156,1.1271611,1.2261859,498.93042,175.76611,121.04108,34.417915,0.8243166,0.87797,0.9087379,0.9297906,667.22015,261.81046,175.59364,50.09099,0.89558643,0,3,3,3,3,743.5226993258975
75,10995328122618898,10000,202031,1901m230,1042,1,190.0767595930839,-23.0570825555798,PSF,0.04007861,0.19397973,0.25611943,0.26498896,418.56378,523.3059,314.63168,102.54944,0.82412076,0.8778295,0.9086309,0.9297074,310.87665,261.81046,175.59364,50.09099,0.0,0,2,3,3,3,731.1282348140516
76,10995328122618781,10000,202031,1901m230,925,1,190.0715489566828,-23.05678224876453,PSF,0.14945719,0.97694504,2.0567553,2.9266884,410.25726,460.2201,287.43265,96.75035,0.82430136,0.877959,0.90872955,0.9297841,310.87665,261.81046,175.59364,50.09099,0.0,0,2,3,3,3,743.9839996241591
77,10995328122618822,10000,202031,1901m230,966,1,190.0733913364017,-23.05639753130865,REX,0.26811534,0.44729376,0.6913765,1.2463026,312.05417,265.5667,180.26141,52.267136,0.8242297,0.87790763,0.9086904,0.92975366,310.87665,261.81046,175.59364,50.09099,0.4241378,0,2,3,3,3,738.3246452465768
78,10995328122618795,10000,202031,1901m230,939,1,190.0719565075401,-23.0547244941644,PSF,0.029867038,0.033523247,0.2722207,0.36787036,989.9658,537.43256,313.11566,101.29375,0.82424664,0.87791973,0.90869963,0.9297609,667.22015,261.81046,175.59364,50.09099,0.0,0,3,3,3,3,738.3810393342426
79,10995328122618700,10000,202031,1901m230,844,1,190.0671817137186,-23.04921060880026,PSF,0.24109942,0.3449395,0.6972947,0.8491812,936.7114,507.80658,306.98486,100.56847,0.82430094,0.8779587,0.9087293,0.92978394,667.22015,261.81046,175.59364,50.09099,0.0,0,3,3,3,3,739.2555698910371
80,10995328122618827,10000,202031,1901m230,971,1,190.0735210370829,-23.05234633772415,REX,0.14519078,0.021328254,0.42970967,0.58877695,719.7545,303.39557,197.1834,57.89231,0.8241452,0.87784696,0.90864426,0.9297177,667.22015,261.81046,175.59364,50.09099,0.3737201,0,3,3,3,3,729.0629506567998
81,10995328122618833,10000,202031,1901m230,977,1,190.0738005351685,-23.05113118043029,PSF,0.4757892,1.9023358,6.6716948,11.47717,901.50256,403.6861,243.26257,84.34853,0.8241111,0.8778225,0.9086256,0.92970324,667.22015,261.81046,175.59364,50.09099,0.0,0,3,3,3,3,725.6827228722493
82,10995328122618858,10000,202031,1901m230,1002,1,190.0751364297666,-23.05297626536018,REX,0.055709176,0.43988442,0.9774265,1.7399697,860.811,390.40015,249.57259,77.36999,0.82410264,0.87781644,0.908621,0.92969966,667.22015,261.81046,175.59364,50.09099,0.2187449,0,3,3,3,3,726.1958402069303
83,10995328122618922,10000,202031,1901m230,1066,1,190.0778892294817,-23.0514875074265,REX,0.18834715,0.30943918,0.39986444,0.6775574,589.5563,220.33043,151.1489,43.018784,0.82398045,0.8777288,0.9085543,0.92964774,667.22015,261.81046,175.59364,50.09099,0.530445,0,3,3,3,3,715.7039950037142
84,10995328122618321,10000,202031,1901m230,465,1,190.0481355309139,-23.03605880806055,REX,0.3399283,0.6973229,1.0971427,0.96196175,840.6454,194.09843,288.70108,61.86267,0.82469714,0.87824297,0.9089456,0.9299523,794.54785,176.62494,261.00513,53.25222,0.36469063,0,3,2,3,3,766.7148076061136
85,10995328122618323,10000,202031,1901m230,467,1,190.0481661468552,-23.0353697454488,REX,0.16424082,0.06555331,0.3490894,0.76444185,805.91846,187.43726,269.53564,55.766045,0.8246788,0.8782298,0.9089356,0.9299445,794.54785,176.62494,261.00513,53.25222,0.41630134,8192,3,2,3,3,765.3912997808387
86,10995328122618349,10000,202031,1901m230,493,1,190.0500694108912,-23.03634918615868,EXP,0.4789769,0.6339923,0.99498457,1.152259,716.64777,157.62015,232.63805,48.380898,0.82463104,0.8781955,0.90890956,0.92992425,794.54785,176.62494,261.00513,53.25222,0.715456,0,3,2,3,3,761.6966583068155
