,ls_id,release,brickid,brickname,objid,brick_primary,ra,dec,type,flux_g,flux_r,flux_i,flux_z,flux_ivar_g,flux_ivar_r,flux_ivar_i,flux_ivar_z,mw_transmission_g,mw_transmission_r,mw_transmission_i,mw_transmission_z,galdepth_g,galdepth_r,galdepth_i,galdepth_z,shape_r,fitbits,nobs_g,nobs_r,nobs_i,nobs_z,dist_arcsec
8647,10995328127865381,10000,202036,1915m230,4645,1,191.6007650412855,-22.91840475955643,REX,-0.06247317,0.15698393,0.5602209,0.79425406,945.3693,1002.7536,294.67612,112.20035,0.8177771,0.87327206,0.9051597,0.92700446,682.08813,724.1317,191.86183,74.46826,0.21322666,0,4,5,3,4,617.3014586165152
8648,10995328127865297,10000,202036,1915m230,4561,1,191.5967565673269,-22.91536699716946,PSF,-0.02479944,0.08393019,0.40641043,0.74322,1091.3757,1175.3119,374.8303,114.27454,0.8178873,0.87335134,0.90522015,0.9270515,682.08813,724.1317,191.86183,56.6347,0.0,0,4,5,3,3,610.7039255848282
8649,10995328127865313,10000,202036,1915m230,4577,1,191.597598059679,-22.9152481037461,PSF,0.07170626,0.16898252,0.2259051,0.38443065,1081.9402,1168.8518,378.87686,114.35403,0.8178663,0.8733362,0.90520865,0.92704254,682.08813,724.1317,191.86183,56.6347,0.0,0,4,5,3,3,613.3567571653028
8650,10995328127865356,10000,202036,1915m230,4620,1,191.5995282877495,-22.91525865779781,PSF,1.1623635,2.0704558,2.3194606,2.4365635,950.25037,980.68744,341.9365,109.92758,0.8178176,0.87330115,0.90518194,0.92702174,682.08813,724.1317,191.86183,56.6347,0.0,0,4,5,3,3,618.9621435291517
8651,10995328127865166,10000,202036,1915m230,4430,1,191.5899364674331,-22.91440921760852,EXP,0.2611117,0.632212,1.2590127,1.5342355,614.79504,641.7856,165.89407,49.94908,0.8180646,0.8734788,0.9053173,0.9271272,682.08813,724.1317,191.86183,56.6347,0.6556527,0,4,5,3,3,592.6999841802904
8652,10995328127865201,10000,202036,1915m230,4465,1,191.5913606301327,-22.91364810465884,REX,0.20186415,0.22353247,0.35346404,0.5213589,579.21466,608.5448,152.23677,45.495396,0.81802976,0.87345374,0.90529823,0.92711234,682.08813,724.1317,191.86183,56.6347,0.566932,0,4,5,3,3,598.1597316352097
8653,10995328127865225,10000,202036,1915m230,4489,1,191.5929959777735,-22.91373956798275,REX,0.17032641,0.35290068,0.5594646,0.48050457,478.66956,491.7078,118.41914,35.5857,0.81798756,0.8734234,0.90527505,0.9270943,682.08813,724.1317,191.86183,56.6347,0.71040964,0,4,5,3,3,602.6935413372954
8654,10995328127865170,10000,202036,1915m230,4434,1,191.5900573515762,-22.91110054305443,DEV,0.86272824,4.9793005,13.446031,21.23284,310.33798,282.73755,69.132286,22.371311,0.81806946,0.87348235,0.90532,0.92712927,682.08813,724.1317,191.86183,56.6347,1.063508,0,4,5,3,3,599.1054290964078
8655,10995328127865191,10000,202036,1915m230,4455,1,191.5911562035269,-22.91028412005934,PSF,0.1444962,0.21888499,0.13756049,0.26948562,1075.9078,1164.474,377.84137,115.07984,0.8180431,0.8734634,0.90530556,0.927118,682.08813,724.1317,191.86183,56.6347,0.0,0,4,5,3,3,603.7436047259318
8656,10995328127865268,10000,202036,1915m230,4532,1,191.5954480198613,-22.90977134382339,REX,0.21276028,0.12268714,0.18076058,-0.0027466645,921.1891,1007.6938,297.17694,88.63418,0.817935,0.8733856,0.90524626,0.92707187,682.08813,724.1317,191.86183,56.6347,0.22209339,0,4,5,3,3,616.9076176407627
8657,10995328127865324,10000,202036,1915m230,4588,1,191.5980501256695,-22.91160779349255,PSF,0.089456655,0.2067865,0.21886007,0.5146457,1077.2773,1174.707,376.29315,114.47497,0.8178648,0.8733351,0.90520775,0.9270419,682.08813,724.1317,191.86183,56.6347,0.0,0,4,5,3,3,621.0524846405403
8658,10995328127865216,10000,202036,1915m230,4480,1,191.5924130834197,-22.90816597916352,REX,0.20282649,0.2514646,0.37472323,0.41272953,545.60767,566.527,140.51921,42.016724,0.81801575,0.8734437,0.90529054,0.9271064,682.08813,724.1317,191.86183,56.6347,0.6133573,8192,4,5,3,3,611.2688087127423
8659,10995328127865214,10000,202036,1915m230,4478,1,191.5921699527634,-22.907114207783,SER,0.8767207,4.6513863,11.809636,17.390707,405.26917,369.0145,95.48459,31.349873,0.8180243,0.8734498,0.9052952,0.92710996,682.08813,724.1317,191.86183,56.6347,0.79784197,8,4,5,3,3,612.5729551263158
